record_id,fp_sample_index,category,description
data/181,220,startup_transient,Detected at sample 220 (<1.0s) during filter and adaptive threshold settling
data/181,2364,baseline_wander,Detected at sample 2364 with nearest true beat at 2125 (dist 956ms)
data/182,103,startup_transient,Detected at sample 103 (<1.0s) during filter and adaptive threshold settling
data/182,2354,baseline_wander,Detected at sample 2354 with nearest true beat at 2185 (dist 676ms)
data/183,78,startup_transient,Detected at sample 78 (<1.0s) during filter and adaptive threshold settling
data/183,2372,baseline_wander,Detected at sample 2372 with nearest true beat at 2184 (dist 752ms)
data/184,83,startup_transient,Detected at sample 83 (<1.0s) during filter and adaptive threshold settling
data/184,2297,baseline_wander,Detected at sample 2297 with nearest true beat at 2042 (dist 1020ms)
data/185,126,startup_transient,Detected at sample 126 (<1.0s) during filter and adaptive threshold settling
data/185,2415,baseline_wander,Detected at sample 2415 with nearest true beat at 2244 (dist 684ms)
data/186,88,startup_transient,Detected at sample 88 (<1.0s) during filter and adaptive threshold settling
data/186,2475,baseline_wander,Detected at sample 2475 with nearest true beat at 2272 (dist 812ms)
data/187,4,startup_transient,Detected at sample 4 (<1.0s) during filter and adaptive threshold settling
data/187,193,startup_transient,Detected at sample 193 (<1.0s) during filter and adaptive threshold settling
data/187,2469,baseline_wander,Detected at sample 2469 with nearest true beat at 2239 (dist 920ms)
data/188,3,startup_transient,Detected at sample 3 (<1.0s) during filter and adaptive threshold settling
data/188,53,startup_transient,Detected at sample 53 (<1.0s) during filter and adaptive threshold settling
data/189,75,startup_transient,Detected at sample 75 (<1.0s) during filter and adaptive threshold settling
data/190,2,startup_transient,Detected at sample 2 (<1.0s) during filter and adaptive threshold settling
data/190,69,startup_transient,Detected at sample 69 (<1.0s) during filter and adaptive threshold settling
data/190,2487,baseline_wander,Detected at sample 2487 with nearest true beat at 2326 (dist 644ms)
data/191,7,startup_transient,Detected at sample 7 (<1.0s) during filter and adaptive threshold settling
data/191,173,startup_transient,Detected at sample 173 (<1.0s) during filter and adaptive threshold settling
data/191,2368,baseline_wander,Detected at sample 2368 with nearest true beat at 2122 (dist 984ms)
data/192,255,baseline_wander,Detected at sample 255 with nearest true beat at 515 (dist 1040ms)
data/192,2493,baseline_wander,Detected at sample 2493 with nearest true beat at 2248 (dist 980ms)
data/193,59,startup_transient,Detected at sample 59 (<1.0s) during filter and adaptive threshold settling
data/193,2457,baseline_wander,Detected at sample 2457 with nearest true beat at 2213 (dist 976ms)
data/194,72,startup_transient,Detected at sample 72 (<1.0s) during filter and adaptive threshold settling
data/194,2388,baseline_wander,Detected at sample 2388 with nearest true beat at 2117 (dist 1084ms)
data/195,3,startup_transient,Detected at sample 3 (<1.0s) during filter and adaptive threshold settling
data/195,65,startup_transient,Detected at sample 65 (<1.0s) during filter and adaptive threshold settling
data/195,2288,baseline_wander,Detected at sample 2288 with nearest true beat at 2072 (dist 864ms)
data/196,162,startup_transient,Detected at sample 162 (<1.0s) during filter and adaptive threshold settling
data/196,2357,baseline_wander,Detected at sample 2357 with nearest true beat at 2154 (dist 812ms)
data/197,75,startup_transient,Detected at sample 75 (<1.0s) during filter and adaptive threshold settling
data/197,2357,baseline_wander,Detected at sample 2357 with nearest true beat at 2173 (dist 736ms)
data/198,102,startup_transient,Detected at sample 102 (<1.0s) during filter and adaptive threshold settling
data/198,2329,baseline_wander,Detected at sample 2329 with nearest true beat at 2085 (dist 976ms)
data/199,29,startup_transient,Detected at sample 29 (<1.0s) during filter and adaptive threshold settling
data/199,2341,baseline_wander,Detected at sample 2341 with nearest true beat at 2092 (dist 996ms)
data/200,27,startup_transient,Detected at sample 27 (<1.0s) during filter and adaptive threshold settling
data/200,2415,baseline_wander,Detected at sample 2415 with nearest true beat at 2171 (dist 976ms)
